ID_Environmental,OTU_10,OTU_24,OTU_17316,OTU_124,OTU_196,OTU_111,OTU_16,OTU_20,OTU_198,OTU_146,OTU_28942,OTU_161,OTU_115,OTU_5864,OTU_3293,OTU_62,OTU_777,OTU_288,OTU_352,OTU_937,OTU_6567,OTU_687,OTU_68,OTU_131,OTU_102,OTU_81,OTU_371,OTU_734,OTU_709,OTU_45,OTU_74,OTU_60,OTU_794,OTU_8182,OTU_5974,OTU_109,OTU_443,OTU_104,OTU_41,OTU_338,OTU_123,OTU_385,OTU_35370,OTU_11839,OTU_56,OTU_700,OTU_202,OTU_531,OTU_3018,OTU_310,OTU_1110,OTU_130,OTU_3921,OTU_9326,OTU_1534,OTU_466,OTU_1141,OTU_22,OTU_255,OTU_249,OTU_26,OTU_76,OTU_4343,OTU_343,OTU_18949,OTU_1758,OTU_157,OTU_17814,OTU_264,OTU_107,OTU_75,OTU_24244,OTU_17160,OTU_2940,OTU_173,OTU_41795,OTU_137,OTU_9648,OTU_899,OTU_98,OTU_191,OTU_138,OTU_6625,OTU_9846,OTU_6640,OTU_12506,OTU_3161,OTU_1008,OTU_117,OTU_727,OTU_30,OTU_863,OTU_212,OTU_4995,OTU_2811,OTU_225,OTU_186,OTU_144,OTU_4497,OTU_1517,OTU_454,OTU_354,OTU_1529,OTU_4735,OTU_1981,OTU_638,OTU_71,OTU_52,OTU_323,OTU_297,OTU_22664,OTU_2859,OTU_423,OTU_589,OTU_508,OTU_11937,OTU_42268,OTU_7081,OTU_193,OTU_940,OTU_40882,OTU_170,OTU_205,OTU_3072,OTU_67,OTU_142,OTU_6462,OTU_286,OTU_327,OTU_682,OTU_228,OTU_265,OTU_254,OTU_6879,OTU_7783,OTU_13072,OTU_854,OTU_132,OTU_110,OTU_335,OTU_8934,OTU_6526,OTU_119,OTU_116,OTU_450,OTU_38515,OTU_417,OTU_3109,OTU_316,OTU_332,OTU_19226,OTU_294,OTU_270,OTU_94,OTU_494,OTU_344,OTU_2568,OTU_83,OTU_359,OTU_9659,OTU_1412,OTU_710,OTU_6018,OTU_1181,OTU_35,OTU_5201,OTU_5164,OTU_262,OTU_416,OTU_1233,OTU_7213,OTU_5482,OTU_214,OTU_1416,OTU_1459,OTU_279,OTU_253,OTU_238,OTU_10810,OTU_1282,OTU_18647,OTU_2372,OTU_337,OTU_655,OTU_42608,OTU_199,OTU_424,OTU_2813,OTU_151,OTU_154,OTU_438,OTU_414,OTU_407,OTU_1384,OTU_5987,OTU_2916,OTU_92,OTU_285,OTU_165,OTU_783,OTU_2128,OTU_349,OTU_662,OTU_2106,OTU_326,OTU_22557,OTU_784,OTU_236,OTU_203,OTU_28492,OTU_2592,OTU_37593,OTU_14640,OTU_1524,OTU_156,OTU_184,OTU_24926,OTU_7748,OTU_6820,OTU_27847,OTU_25205,OTU_672,OTU_701,OTU_12047,OTU_633,OTU_147,OTU_12102,OTU_572,OTU_27975,OTU_135,OTU_36249,OTU_301,OTU_302,OTU_20918,OTU_5959,OTU_10913,OTU_120,OTU_103,OTU_5357,OTU_6387,OTU_7247,OTU_33045,OTU_47,OTU_23,OTU_18203,OTU_2634,OTU_12273,OTU_213,OTU_31027,OTU_222,OTU_391,OTU_28747,OTU_290,OTU_160,OTU_1748,OTU_26184,OTU_2226,OTU_298,OTU_30959,OTU_1087,OTU_613,OTU_70,OTU_3213,OTU_503,OTU_3504,OTU_1770,OTU_16719,OTU_3704,OTU_599,OTU_86,OTU_259,OTU_33,OTU_25687,OTU_1817,OTU_18635,OTU_860,OTU_766,OTU_25101,OTU_1891,OTU_18910,OTU_50,OTU_43364,OTU_11266,OTU_693,OTU_4034,OTU_2172,OTU_42001,OTU_960,OTU_564,OTU_800,OTU_3542,OTU_5178,OTU_24690,OTU_1731,OTU_512,OTU_881,OTU_26152,OTU_1322,OTU_39105,OTU_209,OTU_483,OTU_519,OTU_7973,OTU_207,OTU_1589,OTU_1614,OTU_811,OTU_20754,OTU_752,OTU_10813,OTU_2073,OTU_22324,OTU_217,OTU_287,OTU_34164,OTU_698,OTU_2784,OTU_36189,OTU_7421,OTU_139,OTU_1019,OTU_1715,OTU_912,OTU_300,OTU_2676,OTU_18652,OTU_341,OTU_1025,OTU_379,OTU_1139,OTU_1078,OTU_1600,OTU_5704,OTU_7385,OTU_447,OTU_40042,OTU_1562,OTU_26011,OTU_935,OTU_1574,OTU_1273,OTU_208,OTU_21267,OTU_627,OTU_435,OTU_257,OTU_1212,OTU_24223,OTU_59,OTU_9452,OTU_439,OTU_14779,OTU_188,OTU_631,OTU_15001,OTU_6457,OTU_8642,OTU_307,OTU_1131,OTU_11503,OTU_292,OTU_1657,OTU_605,OTU_21850,OTU_445,OTU_21325,OTU_1164,OTU_7013,OTU_1195,OTU_21010,OTU_477,OTU_229,OTU_69,OTU_176,OTU_2920,OTU_835,OTU_762,OTU_660,OTU_877,OTU_35535,OTU_243,OTU_810,OTU_36092,OTU_5857,OTU_11827,OTU_541,OTU_8853,OTU_552,OTU_26244,OTU_3116,OTU_5921,OTU_19665,OTU_4466,OTU_8266,OTU_639,OTU_37016,OTU_2206,OTU_9832,OTU_348,OTU_397,OTU_654,OTU_14638,OTU_461,OTU_16330,OTU_29171,OTU_2778,OTU_3021,OTU_827,OTU_1267,OTU_595,OTU_640,OTU_731,OTU_402,OTU_1020,OTU_330,OTU_27201,OTU_4130,OTU_22252,OTU_16002,OTU_3122,OTU_808,OTU_340,OTU_3279,OTU_41662,OTU_18050,OTU_567,OTU_2329,OTU_2630,OTU_13249,OTU_93,OTU_526,OTU_971,OTU_4842,OTU_277,OTU_383,OTU_590,OTU_7537,OTU_4351,OTU_3012,OTU_476,OTU_38449,OTU_458,OTU_39447,OTU_560,OTU_369,OTU_3527,OTU_25497,OTU_272,OTU_743,OTU_1475,OTU_2532,OTU_1866,OTU_27162,OTU_17730,OTU_4226,OTU_9257,OTU_1474,OTU_19940,OTU_2065,OTU_1104,OTU_702,OTU_588,OTU_695,OTU_6158,OTU_7504,OTU_2527,OTU_2844,OTU_2038,OTU_1539,OTU_42423,OTU_23293,OTU_2097,OTU_413,OTU_816,OTU_543,OTU_22401,OTU_40614,OTU_26725,OTU_2030,OTU_158,OTU_149,OTU_89,OTU_234,OTU_4829,OTU_4719,OTU_4809,OTU_7634,OTU_347,OTU_496,OTU_210,OTU_5832,OTU_528,OTU_1325,OTU_2511,OTU_1302,OTU_1156,OTU_7962,OTU_26721,OTU_5515,OTU_9207,OTU_1637,OTU_206,OTU_7807,OTU_20167,OTU_3763,OTU_998,OTU_618,OTU_961,OTU_3160,OTU_37856,OTU_882
11,328,302,9,23,23,27,5,33,5,4,1,10,5,0,39,3,34,2,2,3,0,11,3,0,1,2,2,6,15,3,1,0,14,34,21,67,1,3,8,0,5,7,0,0,16,2,1,5,1,0,0,6,14,1,6,1,0,0,0,13,0,1,1,0,0,0,4,5,2,0,0,0,9,1,4,2,32,1,4,0,0,0,0,0,1,3,23,6,0,6,1,0,0,0,0,0,0,1,0,0,3,0,1,0,3,1,0,15,2,2,0,10,0,1,0,0,0,0,1,2,9,1,6,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,38,1,1,0,6,2,0,0,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,2,0,0,0,3,0,0,1,5,0,0,0,2,0,0,0,8,0,1,0,0,0,1,17,3,0,0,0,0,2,0,0,0,0,11,1,0,0,0,0,23,0,0,0,0,1,0,5,0,0,3,0,0,23,2,0,0,0,0,1,0,1,0,44,0,1,0,0,1,7,0,5,0,0,8,0,0,0,0,4,0,0,0,21,0,26,0,0,0,0,0,40,0,0,0,0,2,0,0,39,0,0,0,0,1,1,1,0,0,9,0,6,1,1,3,2,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,20,0,0,4,0,2,0,1,0,0,0,0,1,0,2,13,0,0,0,0,1,0,35,0,0,0,1,1,10,0,0,1,1,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,13,0,0,3,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,39,0,27,0,1,0,2,0,0,2,2,0,0,0,9,0,0,0,0,8,0,0,0,0,35,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3,1,4,13,0,0,0,0,0,0,0,2,1,0,0,0,1,0,3,0,0,0,0,0,2,0,3,0,0,2,0,0,1,6,6,12,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1,0,21,11,0,0,7,0,2,0,1,0,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
12,261,252,55,3,40,5,2,0,9,0,2,2,9,3,31,1,12,10,1,0,2,13,1,0,5,8,1,10,3,0,0,0,0,42,4,36,1,2,0,0,1,0,0,0,16,0,0,11,0,2,0,1,14,0,22,0,0,0,0,0,7,0,1,1,0,0,6,0,1,0,0,0,8,0,0,0,31,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,0,2,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,1,0,0,1,0,35,0,11,11,0,0,0,0,0,0,0,0,2,0,4,4,0,0,1,3,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,29,0,1,0,0,0,0,0,0,1,5,0,1,0,2,16,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32,0,0,0,0,0,0,12,0,0,1,0,0,51,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,2,0,15,3,0,5,0,0,0,0,0,0,0,0,20,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,2,1,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15,0,1,0,0,4,0,1,0,1,0,0,0,0,9,0,0,3,0,0,0,0,0,0,1,2,0,0,0,2,2,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,22,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,3,20,0,0,0,0,0,0,0,7,0,0,0,0,5,3,2,0,0,0,0,0,0,0,4,1,1,3,0,0,3,5,4,7,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,0,0,0,0
13,77,134,20,0,67,0,0,0,2,0,0,0,6,0,16,3,3,6,1,0,1,0,0,0,1,0,2,0,3,1,0,0,1,8,1,39,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,13,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
14,243,226,1,81,40,31,21,21,35,19,4,39,3,9,21,4,8,4,38,2,3,9,9,6,9,44,2,8,8,3,4,13,25,20,14,64,2,16,17,15,19,25,3,11,12,2,36,1,6,5,3,13,21,19,4,13,6,4,5,6,9,3,0,7,0,4,21,2,4,1,3,1,4,3,1,1,20,2,5,0,7,22,1,8,3,4,8,1,5,4,8,3,4,3,3,20,6,19,1,3,3,0,0,0,1,3,6,57,2,32,1,2,8,0,4,0,2,2,15,1,14,0,12,3,10,4,2,2,2,1,9,11,0,4,14,3,3,3,21,15,0,4,4,37,4,2,1,1,0,12,0,1,2,3,5,5,4,0,42,16,0,5,2,1,0,2,1,7,3,9,10,2,0,3,2,3,0,8,3,2,4,3,0,0,2,17,13,3,1,5,0,3,4,2,2,0,34,13,7,0,1,0,6,0,0,1,13,6,0,3,1,3,2,4,0,23,2,5,0,0,0,0,1,1,0,12,1,8,6,1,7,61,0,1,5,1,60,1,0,0,2,9,0,0,0,26,0,13,0,1,8,0,0,44,2,0,1,0,5,1,1,4,0,0,0,0,0,0,1,0,0,61,0,20,0,2,3,1,1,0,0,0,2,0,3,7,8,9,8,1,0,1,2,0,3,10,3,0,0,0,0,0,2,3,4,0,2,3,15,1,0,3,2,1,0,0,5,3,0,36,0,0,0,0,0,0,5,13,0,1,2,5,1,0,15,1,4,1,5,0,0,0,1,1,8,2,3,0,0,1,0,2,20,0,3,2,0,0,0,17,16,0,0,0,0,2,2,3,0,0,0,30,0,12,0,25,6,8,1,0,8,0,0,0,0,18,1,0,1,0,2,1,0,0,1,24,0,1,6,0,23,2,4,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,6,0,2,3,1,1,3,1,1,8,1,0,5,0,12,2,0,0,2,1,1,1,0,29,2,0,2,0,0,1,10,2,1,4,2,2,3,0,0,8,1,15,6,0,1,1,1,0,3,9,0,1,0,6,0,0,3,0,1,8,47,0,0,4,1,1,0,1,6,0,0,0,5,0,7,0,11,1,0,0,0,0,0,0,0,2,0,0,1,1
15,485,145,12,3,45,1,1,0,22,0,0,0,1,2,8,1,8,32,1,0,2,0,0,0,36,2,0,1,0,0,0,2,4,36,63,21,1,0,122,0,1,5,2,0,30,0,1,2,1,1,1,0,8,0,3,0,3,7,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,3,0,0,3,0,0,0,0,0,1,1,0,2,1,0,0,2,0,0,0,0,0,131,0,14,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,49,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,61,2,0,3,2,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,3,0,1,0,0,0,3,9,0,0,0,3,0,0,0,0,15,1,0,0,0,0,0,0,9,39,1,30,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,5,0,0,2,2,1,7,0,0,0,0,1,0,2,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,3,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,8,0,0,0,58,0,0,0,0,0,0,0,6,0,0,0,0,2,0,2,0,0,0,0,0,0,1,10,1,0,1,0,0,1,7,1,0,0,0,1,0,0,0,96,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,335,283,10,88,130,16,9,44,23,6,0,7,5,4,13,1,10,18,7,8,1,9,9,1,15,67,10,14,5,2,4,3,16,22,16,56,2,8,9,10,28,14,5,1,18,2,44,5,0,2,3,10,24,2,8,4,2,7,3,1,10,6,0,4,0,0,15,0,4,0,2,1,5,2,1,0,19,7,3,6,11,9,1,2,0,2,4,3,0,10,3,5,1,3,6,12,4,2,5,0,1,3,2,0,3,6,1,42,3,17,0,3,1,0,1,0,1,0,2,0,15,1,12,6,10,2,0,5,2,1,2,0,0,4,7,4,3,1,29,17,0,13,0,11,6,2,9,1,3,2,1,2,0,1,2,3,2,0,26,21,2,1,2,1,0,0,2,8,3,2,26,4,1,1,2,12,0,1,2,2,4,0,0,0,7,7,6,1,9,4,0,33,5,3,2,2,29,3,0,0,0,0,6,0,0,0,5,2,0,2,1,3,4,0,0,23,3,1,0,0,1,4,0,0,0,14,1,6,0,0,10,38,2,11,11,1,35,1,0,0,0,0,0,0,0,7,0,12,2,0,0,0,4,21,1,0,0,0,6,0,0,2,0,0,0,2,0,0,2,0,0,51,0,10,1,1,4,1,3,2,0,0,0,0,4,3,7,7,1,0,0,0,0,1,4,3,4,1,0,0,0,0,3,1,6,0,4,1,5,1,1,2,0,0,0,0,3,1,1,15,0,0,0,0,2,0,10,14,0,3,1,0,5,0,10,0,1,2,3,0,0,0,2,1,11,10,5,0,0,0,0,0,32,0,1,1,0,0,2,33,0,0,0,3,0,0,3,6,0,1,0,43,0,6,0,7,2,10,1,0,11,0,0,0,0,14,0,0,0,0,4,2,0,0,0,13,0,1,1,0,9,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,1,6,3,3,0,10,8,0,1,0,6,1,0,0,1,7,0,0,0,80,2,2,0,1,0,1,3,1,0,6,1,0,1,1,0,2,4,5,7,0,4,1,4,0,3,15,0,0,0,3,1,0,2,4,0,11,68,0,0,2,0,1,0,1,2,0,0,0,2,0,2,0,7,0,0,0,0,0,0,0,0,3,0,0,1,2
17,247,86,14,2,21,9,19,1,5,4,6,38,2,0,29,5,1,4,1,4,0,1,0,2,1,7,3,1,2,0,0,2,0,9,3,46,0,0,3,0,0,0,1,1,6,4,2,4,2,0,0,0,5,0,2,0,2,12,0,0,67,18,0,13,0,0,9,2,0,0,0,0,4,9,2,0,5,11,3,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,3,0,5,0,2,0,0,0,0,0,2,13,0,0,0,1,0,3,0,0,0,0,0,0,1,0,45,0,4,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,1,3,0,0,0,7,0,0,0,2,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,1,13,0,6,4,0,0,14,2,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,8,16,0,1,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,3,0,0,0,2,12,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
18,62,383,44,0,33,9,0,13,3,0,1,0,5,3,31,0,5,37,0,4,4,18,0,0,3,1,0,5,1,1,3,0,13,27,14,12,6,0,0,0,0,38,3,1,0,0,0,0,1,0,0,0,24,0,8,2,0,0,0,1,0,0,4,0,0,2,1,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,1,1,7,5,1,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,4,0,11,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,49,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,0,1,1,2,0,0,0,0,1,0,0,0,13,0,44,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,5,1,0,3,0,0,0,0,0,1,0,13,0,18,1,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,14,0,0,0,0,1,0,0,28,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,5,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,3,0,3,0,4,1,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,3,0,0,0,0,7,0,0,0,0,0,0,2,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
19,163,159,18,46,33,19,45,44,116,6,12,10,17,4,15,6,3,3,9,5,5,6,11,6,17,3,1,25,16,9,36,26,53,26,17,20,5,18,17,16,7,15,11,17,6,2,3,18,2,16,19,17,10,9,2,16,3,11,22,11,2,12,1,4,4,15,6,10,7,13,32,14,2,1,2,7,30,2,9,19,25,21,8,2,0,2,13,0,12,8,14,5,20,4,4,16,4,39,4,7,4,7,17,4,4,3,13,103,8,1,1,2,6,1,8,1,3,3,10,1,18,7,2,10,114,13,4,1,4,4,3,7,5,7,4,1,1,7,15,2,5,18,22,69,0,1,57,6,2,11,6,4,6,0,9,4,1,5,10,20,2,0,3,4,40,10,7,10,3,9,4,1,0,5,4,70,0,2,2,1,4,4,9,3,0,2,2,5,4,4,3,5,2,0,2,2,23,0,3,4,2,3,5,1,8,12,3,6,1,0,4,1,3,2,14,3,2,4,4,2,1,4,4,6,5,42,5,14,4,4,4,10,8,8,0,0,36,12,0,2,7,3,32,0,7,6,10,3,2,30,4,4,2,10,0,3,1,6,6,0,4,1,4,0,3,6,4,6,6,14,5,15,4,10,0,2,6,5,3,3,7,0,3,1,4,7,5,5,14,1,1,33,1,0,1,1,2,3,19,5,9,8,3,2,2,0,4,4,13,7,1,27,1,16,8,2,3,4,1,7,1,1,1,7,2,1,3,0,2,4,5,2,2,7,13,2,2,3,2,13,2,10,2,4,4,1,8,8,2,1,2,2,5,7,1,0,3,0,2,0,24,1,11,5,3,2,1,3,1,1,10,2,0,4,1,23,20,8,8,0,28,5,0,1,5,11,0,5,13,6,12,0,3,2,2,6,5,1,14,0,3,8,3,4,1,1,4,1,0,14,0,0,5,13,9,2,1,1,0,1,4,4,0,0,1,0,1,6,2,5,2,5,2,22,0,26,8,2,5,4,1,0,0,2,0,13,1,18,3,14,0,5,1,2,1,2,0,1,0,0,2,4,22,7,3,2,1,0,1,0,0,0,0,4,3,0,0,4,1,34,3,5,1,1,3,0,3,2,0,0,0,2,2,7,3,3,1,4,0,4,2,1,1,1,1,3,1,0,3,3,3
20,355,140,28,26,72,3,6,3,8,5,1,17,3,1,23,1,10,22,5,1,1,5,5,1,4,33,2,0,1,1,1,0,0,17,0,96,0,0,0,0,3,0,0,0,7,0,5,1,0,1,0,0,17,1,37,0,0,0,0,0,5,3,0,0,0,0,10,2,1,0,0,0,1,0,0,1,9,0,6,0,0,2,0,0,0,1,1,3,0,0,0,0,0,0,2,0,9,0,7,0,0,0,0,1,1,0,0,0,0,2,0,4,2,1,0,0,0,0,8,0,82,0,7,14,1,0,0,0,1,0,0,1,0,0,1,5,0,0,2,30,0,1,0,0,28,0,0,0,0,0,0,0,0,0,4,0,4,0,6,9,0,3,0,0,0,0,1,1,0,0,17,1,1,0,0,0,0,0,0,0,3,0,1,0,5,10,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,35,0,0,0,0,0,0,10,0,0,0,0,0,34,2,0,0,0,1,1,0,0,0,2,0,0,1,0,2,5,0,1,2,2,0,0,0,0,0,2,0,0,0,13,0,11,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,4,0,0,0,0,0,2,0,4,5,0,0,0,0,1,1,0,1,0,1,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,4,0,0,0,0,0,0,1,4,0,0,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,7,0,1,0,0,0,0,3,15,0,0,0,1,0,0,0,0,0,0,13,0,36,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,9,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,5,1,1,0,0,0,0,0,0,0,5,1,0,5,0,0,1,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0
